192.168.107.1;21;22;23;53;80;2000;8291;8728;8729
192.168.107.230
192.168.107.234;29009;29010;30103
192.168.107.251;135;139;445;1540;1541;1560;5040;5357;7680;19576;49664;49665;49666;49667;49668;49670
